gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureCategory,EngagementScore,ContractRisk,FinancialPressure,Churn
Female,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111.65,Short-term,3,2,5.660714285714286,1
Female,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24.8,New,0,2,12.4,1
Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,Short-term,2,2,2.4666666666666663,0
Male,0,0,0,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,30.4,82.15,New,1,2,7.6,0
Female,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.65,244.8,Short-term,1,1,1.4035714285714285,0
Female,0,1,0,40,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.6,2379.1,Medium-term,3,2,1.380487804878049,0
Male,0,1,1,43,1,1,DSL,1,0,0,1,0,1,One year,1,Credit card (automatic),71.9,3173.35,Medium-term,5,1,1.6340909090909093,0
Male,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,New,4,2,13.0,1
Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1375.4,Long-term,1,0,0.28214285714285714,0
Female,0,1,1,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),109.7,8129.3,Long-term,7,0,1.5027397260273974,0
Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,Long-term,1,0,0.32166666666666666,0
Female,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,Short-term,5,2,4.597619047619047,0
Male,0,1,1,24,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.1,587.4,Short-term,2,0,0.9640000000000001,0
Male,0,0,0,59,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.35,6519.75,Long-term,7,2,1.8558333333333332,0
Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.25,8041.65,Long-term,7,0,1.5376712328767124,0
Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,20.75,New,1,2,10.375,0
Female,0,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,2681.15,Medium-term,5,1,3.6392857142857147,0
Female,0,0,0,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),80.05,1112.3,Short-term,3,2,5.336666666666667,0
Male,0,1,1,71,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Electronic check,105.55,7405.5,Long-term,6,0,1.4659722222222222,0
Male,0,0,1,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),78.3,1033.95,Short-term,2,2,5.5928571428571425,0
Male,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,Medium-term,1,2,1.5299999999999998,0
Female,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684.85,Medium-term,3,1,2.351470588235294,0
Male,0,1,1,72,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),55.45,4179.2,Long-term,5,0,0.7595890410958904,0
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79.9,New,2,2,39.95,1
Female,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934.45,Short-term,6,2,5.33,1
Male,0,1,0,64,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),102.45,6654.1,Long-term,6,1,1.5761538461538462,0
Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84.5,New,1,2,15.333333333333334,1
Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,New,0,2,12.625,0
Male,0,0,1,61,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,1124.2,Long-term,1,0,0.3185483870967742,0
Female,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,540.05,Medium-term,1,1,0.6666666666666666,0
Male,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,Short-term,3,2,3.6166666666666667,0
Female,0,1,0,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,Long-term,5,2,1.0129310344827587,0
Male,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,3139.8,Long-term,4,0,0.6198630136986302,0
Male,0,1,0,66,0,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),56.6,3789.2,Long-term,5,0,0.8447761194029851,0
Male,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,Long-term,7,0,1.2757575757575759,0
Female,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80.0,624.6,Short-term,2,2,8.88888888888889,0
Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268.35,New,1,2,14.030000000000001,1
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1836.9,Long-term,2,0,0.34375,0
Male,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.2,20.2,New,1,1,10.1,0
Male,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179.35,New,2,2,10.01,1
Female,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.35,219.35,Short-term,1,1,1.4884615384615385,0
Male,0,0,0,24,0,0,DSL,1,0,0,0,1,1,One year,1,Mailed check,50.6,1288.75,Short-term,3,1,2.024,0
Female,0,1,1,31,1,0,DSL,1,0,1,1,1,1,One year,1,Mailed check,81.15,2545.75,Medium-term,6,1,2.5359375,0
Female,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,New,2,2,27.6,1
Male,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,Medium-term,4,2,2.9000000000000004,0
Female,0,1,1,47,1,1,DSL,1,1,0,1,1,1,Two year,1,Credit card (automatic),85.3,4107.25,Medium-term,7,0,1.7770833333333333,0
Male,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,Long-term,7,0,1.9636363636363636,0
Male,0,0,0,50,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Credit card (automatic),93.5,4747.5,Long-term,5,2,1.8333333333333333,0
Male,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,New,3,2,42.3,1
Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1566.9,Long-term,1,0,0.2773972602739726,0
Female,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702.0,Medium-term,2,2,0.8383333333333333,0
Male,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114.1,New,3,2,18.133333333333333,1
Female,0,0,0,10,0,0,DSL,0,0,0,1,0,0,Two year,1,Mailed check,29.6,299.05,Short-term,1,0,2.690909090909091,0
Male,0,1,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.15,1305.95,Short-term,2,2,3.85,0
Female,1,0,0,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.0,1120.3,Short-term,4,2,7.916666666666667,1
Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,284.35,Short-term,1,0,1.161764705882353,0
Female,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,Long-term,7,0,1.1863013698630136,0
Male,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.2,7878.3,Long-term,7,0,1.4958904109589042,0
Female,0,1,1,41,1,0,DSL,1,0,0,1,1,1,One year,1,Credit card (automatic),74.7,3187.65,Medium-term,5,1,1.7785714285714287,0
Female,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,Long-term,5,2,1.4303030303030304,0
Female,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,54.8,731.3,Short-term,3,2,3.914285714285714,0
Male,1,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,New,2,2,15.069999999999999,0
Male,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531.8,Medium-term,4,1,1.5476190476190477,0
Male,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,1074.3,Short-term,2,2,4.65,1
Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,New,2,2,24.275,1
Male,0,0,0,42,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,99.0,4298.45,Medium-term,6,1,2.302325581395349,0
Female,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,Long-term,5,1,1.7980769230769231,0
Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147.15,New,1,2,23.46666666666667,1
Male,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40.2,New,2,2,20.1,1
Male,0,0,1,32,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),83.7,2633.3,Medium-term,7,1,2.5363636363636366,0
Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.85,193.05,Short-term,1,2,1.8045454545454547,0
Female,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,Long-term,5,0,0.8757352941176471,0
Female,0,1,1,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.1,7008.15,Long-term,8,0,1.8564516129032258,0
Male,0,0,0,50,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),114.35,5791.1,Long-term,8,1,2.242156862745098,0
Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,New,1,2,14.866666666666667,1
Female,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.65,Medium-term,3,2,1.5,0
Male,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132.2,New,2,2,10.2875,1
Male,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364.3,Short-term,6,2,7.635714285714286,1
Male,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,Long-term,4,2,1.5491379310344826,0
Female,0,0,0,31,0,0,DSL,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),49.85,1520.1,Medium-term,4,0,1.5578125,0
Female,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032.25,Medium-term,8,1,2.4630434782608694,0
Female,0,1,1,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,88.1,5526.75,Long-term,8,0,1.4209677419354838,0
Male,0,0,0,50,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.9,1195.25,Long-term,2,0,0.48823529411764705,0
Female,1,0,0,19,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Mailed check,105.0,2007.25,Short-term,6,2,5.25,0
Male,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099.6,Long-term,1,0,0.3225,1
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.25,1732.95,Long-term,2,0,0.3368055555555556,0
Female,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511.2,Short-term,4,2,5.555882352941176,1
Male,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Two year,1,Electronic check,59.75,3450.15,Long-term,4,0,1.0301724137931034,0
Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.8,24.8,New,0,2,12.4,1
Male,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172.05,Short-term,6,2,5.097619047619047,0
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.6,70.6,New,1,2,35.3,1
Male,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.4,401.1,New,4,2,14.233333333333334,1
Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624.85,Long-term,6,2,1.982075471698113,1
Male,1,1,0,21,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,Short-term,4,2,2.9522727272727276,0
Male,0,0,0,14,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,55.0,771.95,Short-term,4,2,3.6666666666666665,0
Female,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,New,2,2,8.424999999999999,0
Female,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,New,3,2,7.878571428571428,0
Female,0,0,0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.2,498.25,Short-term,2,2,4.654545454545455,0
Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,New,2,2,12.7,0
Female,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,Long-term,3,2,0.7891304347826087,0
Male,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779.95,Short-term,4,2,5.007894736842106,1
Female,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Credit card (automatic),76.0,1783.6,Short-term,2,1,3.3043478260869565,0
Female,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.35,927.15,Short-term,1,2,2.111904761904762,0
Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,70.0,New,1,2,35.0,1
Male,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606.55,Short-term,2,2,8.277777777777779,1
Male,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.85,435.4,Short-term,1,2,4.077272727272727,1
Male,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,Short-term,2,2,3.0439999999999996,1
Male,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,Medium-term,4,1,1.7000000000000002,0
Male,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,Short-term,4,1,3.6166666666666667,0
Female,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,New,3,2,12.764285714285714,0
Female,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,220.35,Short-term,1,2,1.5153846153846153,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20.25,New,1,2,10.125,0
Female,0,1,1,71,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,76.05,5436.45,Long-term,2,0,1.05625,0
Male,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,3437.5,Medium-term,5,2,2.8,0
Male,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,Medium-term,5,2,1.818292682926829,0
Female,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.6,73.6,New,2,2,36.8,1
Male,0,0,0,23,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.9,1509.8,Short-term,3,1,2.704166666666667,0
Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396.1,New,4,2,19.09,1
Male,0,0,0,4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,356.65,New,4,2,18.080000000000002,0
Female,0,1,1,68,0,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),60.3,4109.0,Long-term,5,0,0.8739130434782608,0
Male,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,Medium-term,3,2,2.0987179487179484,0
Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.8,1229.1,Long-term,2,0,0.4679245283018868,0
Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,Medium-term,2,2,2.26969696969697,1
Male,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,Medium-term,5,0,2.518333333333333,0
Male,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,Medium-term,5,2,2.5935897435897437,0
Male,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,Medium-term,6,1,1.6071428571428572,0
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.25,19.25,New,1,2,9.625,0
Female,0,0,0,22,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.05,1886.25,Short-term,4,2,3.8717391304347823,0
Female,0,0,0,43,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.05,4895.1,Medium-term,8,0,2.6147727272727272,0
Female,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,341.6,New,1,2,11.558333333333332,0
Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.6,415.55,New,2,2,13.433333333333332,1
Male,0,1,1,51,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,Long-term,7,1,2.1163461538461537,0
Male,0,0,0,71,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.9,1355.1,Long-term,1,0,0.27638888888888885,0
Female,0,1,1,38,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),80.3,3058.65,Medium-term,6,1,2.0589743589743588,1
Male,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231.05,Short-term,4,2,3.7260000000000004,1
Male,0,1,0,35,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),91.5,3236.35,Medium-term,4,2,2.5416666666666665,0
Female,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,Long-term,7,1,1.4990909090909093,1
Female,0,1,1,72,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,60.0,4264.0,Long-term,5,0,0.821917808219178,0
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.8,44.8,New,1,2,22.4,0
Female,0,1,1,9,1,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,48.6,422.3,Short-term,2,1,4.86,0
Male,0,0,0,69,0,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),60.05,4176.7,Long-term,5,0,0.8578571428571428,0
Female,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,Long-term,6,2,1.937735849056604,0
Female,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,Short-term,3,2,6.908333333333334,0
Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,139.05,New,1,2,23.45,1
Female,1,1,1,28,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,973.65,Medium-term,1,2,1.2379310344827585,0
Female,1,0,0,17,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,1470.05,Short-term,3,2,4.591666666666667,0
Female,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,739.35,Medium-term,1,0,0.5513888888888889,0
Female,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,161.95,Short-term,1,1,2.1333333333333333,0
Male,0,0,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),94.9,4422.95,Medium-term,5,1,2.019148936170213,0
Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.85,511.25,Short-term,2,2,9.23125,1
Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155.8,New,3,2,26.866666666666664,1
Male,0,1,1,68,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),75.8,5293.95,Long-term,6,1,1.098550724637681,1
Female,0,0,0,43,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,104.6,4759.85,Medium-term,6,0,2.377272727272727,1
Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,Long-term,8,0,1.277536231884058,0
Female,0,0,0,36,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),94.8,3565.65,Medium-term,4,2,2.562162162162162,0
Male,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.4,6603.0,Long-term,6,2,1.615625,1
Female,1,0,0,32,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),54.65,1830.1,Medium-term,3,2,1.656060606060606,0
Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.75,6223.8,Long-term,8,0,1.1909722222222223,0
Female,0,1,1,66,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,Long-term,5,2,1.0067164179104477,0
Male,0,0,0,63,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.5,1328.15,Long-term,1,1,0.3203125,0
Female,0,0,1,41,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.25,865.0,Medium-term,1,1,0.48214285714285715,0
Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,72.1,72.1,New,2,2,36.05,0
Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168.2,New,3,2,30.133333333333336,1
Female,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.45,1303.5,Long-term,1,0,0.27394366197183095,0
Female,0,0,0,23,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.95,996.85,Short-term,2,2,1.8729166666666668,0
Female,1,1,0,64,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Bank transfer (automatic),97.0,6430.9,Long-term,5,1,1.4923076923076923,0
Male,0,1,1,37,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),62.8,2278.75,Medium-term,5,0,1.6526315789473685,0
Male,0,0,1,17,1,0,DSL,0,0,0,0,0,0,One year,0,Mailed check,44.6,681.4,Short-term,1,1,2.477777777777778,0
Female,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.15,574.35,Short-term,3,2,11.14375,0
Male,0,1,1,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,371.9,New,4,2,16.96,1
Female,1,0,0,21,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,41.9,840.1,Short-term,2,2,1.9045454545454545,1
Female,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.25,846.0,Short-term,2,2,7.295454545454546,1
Female,1,0,0,16,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,54.1,889.0,Short-term,3,2,3.182352941176471,0
Male,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,105.25,6823.4,Long-term,6,0,1.6192307692307693,0
Male,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),30.75,805.1,Medium-term,1,2,1.0982142857142858,1
Male,0,1,1,42,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Electronic check,97.1,4016.75,Medium-term,5,1,2.2581395348837208,0
Male,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,83.75,New,1,2,3.3666666666666667,0
Female,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Bank transfer (automatic),98.8,3959.15,Medium-term,5,0,2.3523809523809525,0
Male,0,1,0,58,1,0,DSL,0,0,1,0,0,0,One year,0,Credit card (automatic),50.3,2878.55,Long-term,2,1,0.8525423728813559,0
Female,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.55,945.7,Medium-term,1,0,0.42812500000000003,0
Male,0,0,0,18,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),75.9,1373.05,Short-term,2,2,3.9947368421052634,0
Male,0,0,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),96.5,492.55,New,4,2,16.083333333333332,1
Male,0,1,0,23,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.95,1406.0,Short-term,3,2,2.497916666666667,0
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.15,19.15,New,1,2,9.575,0
Male,0,1,0,71,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),98.65,6962.85,Long-term,5,1,1.370138888888889,0
Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),112.6,8126.65,Long-term,8,0,1.5424657534246575,0
Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,690.25,Medium-term,1,1,0.6058823529411765,0
